,Unnamed: 0,Substance Name,Substance ID,Published Report Count inc cellar,ID List URL,Data XML Blob,Alternate/Other Names,Equiv (Child) Substance IDs
921,922, UR-144                                        ,699,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=699&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=699&amp;format=xml"">Experience Data</a> ", TMCP-018; KM-X1; MN-001; YX-17                                                                                                          ,                                                                                                                                                              
26,27, 25B-NBOH                                      ,614,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=614&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=614&amp;format=xml"">Experience Data</a> "," NBOH-2CB; 4-Bromo-N-(2-hydroxybenzyl)-2,5-dimethoxyphenethylamine                                                                       ",                                                                                                                                                              
434,435, GVL                                           ,214,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=214&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=214&amp;format=xml"">Experience Data</a> ", Gamma Valerolactone                                                                                                                     ,                                                                                                                                                              
826,827, Pramiracetam                                  ,599,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=599&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=599&amp;format=xml"">Experience Data</a> ", Remen; Neupramir; Pramistar                                                                                                             ,                                                                                                                                                              
28,29, 25C-NBOH                                      ,763,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=763&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=763&amp;format=xml"">Experience Data</a> "," NBOH-2CC; 2-((4-chloro-2,5-dimethoxyphenethylamino)methyl)phenol                                                                        ",                                                                                                                                                              
932,933, Virola spp.                                   ,319,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=319&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=319&amp;format=xml"">Experience Data</a> ", Epeña                                                                                                                                   , 817                                                                                                                                                          
638,639, Nitrogen Narcosis                             ,189,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=189&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=189&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
392,393, Escaline                                      ,551,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=551&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=551&amp;format=xml"">Experience Data</a> "," 3,5-Dimethoxy-4-ethoxy-phenethylamine                                                                                                   ",                                                                                                                                                              
929,930, Vervain                                       ,660,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=660&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=660&amp;format=xml"">Experience Data</a> ", Verbena officinalis; Herb of the Cross; Pigeon's Grass                                                                                  ,                                                                                                                                                              
879,880, Stipa robusta                                 ,535,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=535&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=535&amp;format=xml"">Experience Data</a> ", Sleepy Grass; Achnatherum robusta                                                                                                       ,                                                                                                                                                              
380,381, Entada rheedii                                ,733,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=733&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=733&amp;format=xml"">Experience Data</a> ", African Dream Herb                                                                                                                      ,                                                                                                                                                              
251,252, Brunfelsia spp.                               ,146,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=146&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=146&amp;format=xml"">Experience Data</a> ", Manaca Root; Chiric sanango                                                                                                             ,                                                                                                                                                              
234,235, bk-EBDP                                       ,798,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=798&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=798&amp;format=xml"">Experience Data</a> ", Ephylone; N-ethyl Pentylone                                                                                                             ,                                                                                                                                                              
211,212, Arundo donax                                  ,478,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=478&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=478&amp;format=xml"">Experience Data</a> ", Colorado River Reed; Giant River Reed; Giant Reed Grass                                                                                 ,                                                                                                                                                              
333,334, Desmanthus illinoensis                        ,78,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=78&amp;max=6"">Experience List</a>    "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=78&amp;format=xml"">Experience Data</a>  ", Bundle Flower                                                                                                                           ,                                                                                                                                                              
281,282, Carbogen                                      ,423,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=423&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=423&amp;format=xml"">Experience Data</a> ", Meduna's Mixture; Carbon Dioxide and Oxygen                                                                                             ,                                                                                                                                                              
345,346, Dimethocaine                                  ,552,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=552&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=552&amp;format=xml"">Experience Data</a> ", DMC; larocaine                                                                                                                          ,                                                                                                                                                              
581,582, Mimosa spp.                                   ,393,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=393&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=393&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ," 394, 74                                                                                                                                                      "
88,89, 4-AcO-DPT                                     ,607,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=607&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=607&amp;format=xml"">Experience Data</a> "," 4-acetoxy-DPT; 4-acetoxy-N,N-dipropyltryptamine                                                                                         ",                                                                                                                                                              
607,608, Mushrooms - P. atlantis                       ,856,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=856&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=856&amp;format=xml"">Experience Data</a> ", Psilocybe atlantis                                                                                                                      ,                                                                                                                                                              
278,279, Capsaicin                                     ,421,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=421&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=421&amp;format=xml"">Experience Data</a> ", Chile Pepper Oil; Pepper Spray                                                                                                          ,                                                                                                                                                              
213,214, Ashwagandha                                   ,732,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=732&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=732&amp;format=xml"">Experience Data</a> ", Withania somnifera                                                                                                                      ,                                                                                                                                                              
389,390, Ergot                                         ,503,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=503&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=503&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
430,431, Gotu Kola                                     ,238,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=238&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=238&amp;format=xml"">Experience Data</a> ", Centella asiatica                                                                                                                       ,                                                                                                                                                              
117,118, 4-Methoxymethcathinone                        ,515,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=515&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=515&amp;format=xml"">Experience Data</a> ", Methedrone                                                                                                                              ,                                                                                                                                                              
893,894, Tetrahydroharmine                             ,473,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=473&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=473&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
125,126, 4C-D                                          ,744,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=744&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=744&amp;format=xml"">Experience Data</a> "," Ariadne; 4C-DOM; BL-3912; Dimoxamine; alpha-Et-DOM; 2,5-dimethoxy-a-ethyl-4-methylpheneth                                               ",                                                                                                                                                              
150,151, 5-Methoxymethylone                            ,840,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=840&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=840&amp;format=xml"">Experience Data</a> ", 5-methoxy-Methylone; 2-A1MP; bk-MMDMA                                                                                                   ,                                                                                                                                                              
458,459, Humor                                         ,469,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=469&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=469&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
668,669, Pentylone                                     ,569,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=569&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=569&amp;format=xml"">Experience Data</a> ", bk-MBDP; bk-Methyl-K; Beta-Keto-Methylbenzodioxolylpentanamine                                                                          ,                                                                                                                                                              
411,412, Fluorophenibut                                ,754,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=754&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=754&amp;format=xml"">Experience Data</a> ", F-Phenibut; 4-amino-3-(4-fluorophenyl)butanoic acid                                                                                     ,                                                                                                                                                              
131,132, 5-IT                                          ,578,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=578&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=578&amp;format=xml"">Experience Data</a> ", 5-(2-Aminopropyl)indole; 5-API                                                                                                          ,                                                                                                                                                              
484,485, JWH-073                                       ,491,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=491&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=491&amp;format=xml"">Experience Data</a> ", Naphthalen-1-yl-(1-butylindol-3-yl)methanone                                                                                            ,                                                                                                                                                              
433,434, Guiding                                       ,184,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=184&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=184&amp;format=xml"">Experience Data</a> ", Sitting                                                                                                                                 ,                                                                                                                                                              
715,716, Pharms - Ethylmorphine                        ,443,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=443&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=443&amp;format=xml"">Experience Data</a> ", Codethyline; Dionine                                                                                                                    ,                                                                                                                                                              
174,175, Adrenochrome                                  ,329,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=329&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=329&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
266,267, Cacti - T. terscheckii                        ,818,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=818&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=818&amp;format=xml"">Experience Data</a> ", Trichocereus terscheckii                                                                                                                ,                                                                                                                                                              
628,629, Napthylpyrovalerone                           ,508,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=508&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=508&amp;format=xml"">Experience Data</a> ", NRG-1; Naphyrone                                                                                                                        ,                                                                                                                                                              
708,709, Pharms - Doxepin                              ,204,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=204&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=204&amp;format=xml"">Experience Data</a> ", Adapin; Sinequan                                                                                                                        ,                                                                                                                                                              
880,881, Sumatriptan                                   ,652,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=652&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=652&amp;format=xml"">Experience Data</a> ", Imitrex; Sumitrex; Migranol                                                                                                             ,                                                                                                                                                              
502,503, Lecithin                                      ,289,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=289&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=289&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
80,81, 3C-E                                          ,587,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=587&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=587&amp;format=xml"">Experience Data</a> "," 3,5-Dimethoxy-4-ethoxy-amphetamine                                                                                                      ",                                                                                                                                                              
916,917, Tryptophan - L-Tryptophan                     ,197,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=197&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=197&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
817,818, Pituri                                        ,549,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=549&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=549&amp;format=xml"">Experience Data</a> ", Duboisia hopwoodii                                                                                                                      ,                                                                                                                                                              
465,466, Hyoscyamine                                   ,397,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=397&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=397&amp;format=xml"">Experience Data</a> ", Symax; Anaspaz; Buwecon; Cystospaz; Levsin; Levbid                                                                                      ,                                                                                                                                                              
684,685, Pharms - Atenolol                             ,229,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=229&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=229&amp;format=xml"">Experience Data</a> ", Tenormin; benzeneacetamide                                                                                                              ,                                                                                                                                                              
439,440, Harmine                                       ,315,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=315&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=315&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
604,605, Mullein                                       ,497,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=497&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=497&amp;format=xml"">Experience Data</a> ", Verbascum thapsus                                                                                                                       ,                                                                                                                                                              
17,18, 2-Fluoroamphetamine                           ,519,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=519&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=519&amp;format=xml"">Experience Data</a> ", 2-FA                                                                                                                                    ,                                                                                                                                                              
69,70, 3-HO-PCE                                      ,833,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=833&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=833&amp;format=xml"">Experience Data</a> ", 3-Hydroxyeticyclidine; Hydroxyeticyclidine                                                                                              ,                                                                                                                                                              
944,945, Xylazine                                      ,610,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=610&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=610&amp;format=xml"">Experience Data</a> ", Rompun                                                                                                                                  ,                                                                                                                                                              
128,129, 5-APDB                                        ,715,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=715&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=715&amp;format=xml"">Experience Data</a> "," 5-(2-Aminopropyl)-2,3-dihydrobenzofuran; 3-Desoxy-MDA; EMA-4                                                                            ",                                                                                                                                                              
440,441, HDMP-28                                       ,706,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=706&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=706&amp;format=xml"">Experience Data</a> ", methylnaphthidate                                                                                                                       ,                                                                                                                                                              
287,288, Cathinone                                     ,12,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=12&amp;max=5"">Experience List</a>    "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=12&amp;format=xml"">Experience Data</a>  ",                                                                                                                                         ,                                                                                                                                                              
66,67, 3-Fluoroamphetamine                           ,680,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=680&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=680&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
138,139, 5-MeO-DiBF                                    ,701,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=701&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=701&amp;format=xml"">Experience Data</a> "," 5-MeO-DiPBF; 2-(5-Methoxy-1-benzofuran-3-yl)-N,N-diisopropyllethanamine                                                                 ",                                                                                                                                                              
46,47, 2C-EF                                         ,621,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=621&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=621&amp;format=xml"">Experience Data</a> "," 4-(2-Fluoroethyl)-2,5-dimethoxyphenethylamine                                                                                           ",                                                                                                                                                              
589,590, MMDA                                          ,593,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=593&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=593&amp;format=xml"">Experience Data</a> "," 3-methoxy-4,5-methylenedioxyamphetamine                                                                                                 ",                                                                                                                                                              
445,446, Honey - Mad - Nepalese Rhododendron Flower    ,658,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=658&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=658&amp;format=xml"">Experience Data</a> ", Mad Honey; Nepalense Rhododendron-Flower Bee Honey                                                                                      ,                                                                                                                                                              
425,426, GHV                                           ,213,4," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=213&amp;max=5"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=213&amp;format=xml"">Experience Data</a> ", Gamma Hyrdoxy Valerate                                                                                                                  ,                                                                                                                                                              
