Substance Name,Substance ID,Published Report Count inc cellar,ID List URL,Data XML Blob,Alternate/Other Names,Equiv (Child) Substance IDs
 TMA-6                                         ,270,8," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=270&amp;max=9"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=270&amp;format=xml"">Experience Data</a> "," 2,4,6-TrimethoxyAmphetamine                                                                                                             ",                                                                                                                                                              
 MeOPP                                         ,378,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=378&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=378&amp;format=xml"">Experience Data</a> ", 1-(4-Methoxyphenyl)piperazine                                                                                                           ,                                                                                                                                                              
 Vasopressin                                   ,224,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=224&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=224&amp;format=xml"">Experience Data</a> ", Anti-Diuretic Hormone (ADH)                                                                                                             ,                                                                                                                                                              
 Pharms - Ibuprofen                            ,249,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=249&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=249&amp;format=xml"">Experience Data</a> ", Advil                                                                                                                                   ,                                                                                                                                                              
 Carbon Dioxide                                ,439,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=439&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=439&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 3-Fluoroethamphetamine                        ,786,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=786&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=786&amp;format=xml"">Experience Data</a> ", 3-FEA; 2-(Furan-3-yl)ethan-1-amine                                                                                                      ,                                                                                                                                                              
 Lactuca - L. canadensis                       ,303,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=303&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=303&amp;format=xml"">Experience Data</a> ", Wild Lettuce; Opium Lettuce                                                                                                             ,                                                                                                                                                              
 MIPLA                                         ,864,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=864&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=864&amp;format=xml"">Experience Data</a> ", N-Methyl-N-isopropyllysergamide; Methylisopropyllysergamide; lysergic acid methylisopropyl amide                                        ,                                                                                                                                                              
 4-HO-MPT                                      ,530,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=530&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=530&amp;format=xml"">Experience Data</a> ", 4-hydroxy-N-methyl-N-propyltryptamine                                                                                                   ,                                                                                                                                                              
 Levmetamfetamine                              ,293,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=293&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=293&amp;format=xml"">Experience Data</a> ", L-desoxyephedrine; Methamphetamine                                                                                                      ,                                                                                                                                                              
 4-MeO-MiPT                                    ,404,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=404&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=404&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 4-HO-MCPT                                     ,803,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=803&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=803&amp;format=xml"">Experience Data</a> "," N-cyclopropyl homolog of psilocin; 4-hydroxy-N,N-methylcyclopropyltryptamine                                                            ",                                                                                                                                                              
 BOD                                           ,572,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=572&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=572&amp;format=xml"">Experience Data</a> ", Beta-Methoxy-2C-D                                                                                                                       ,                                                                                                                                                              
 5-MeO-DPT                                     ,391,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=391&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=391&amp;format=xml"">Experience Data</a> "," 5-methoxy-N,N-dipropyltryptamine                                                                                                        ",                                                                                                                                                              
 Albizia julibrissin                           ,502,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=502&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=502&amp;format=xml"">Experience Data</a> ", Silk Tree; Persian silk tree; pink siris; Lenkoran acacia                                                                               ,                                                                                                                                                              
 Desoxypipradrol                               ,525,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=525&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=525&amp;format=xml"">Experience Data</a> ", 2-DPMP                                                                                                                                  ,                                                                                                                                                              
 Nabilone                                      ,571,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=571&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=571&amp;format=xml"">Experience Data</a> ", Cesamet                                                                                                                                 ,                                                                                                                                                              
 2-Methyl-2-Butanol                            ,496,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=496&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=496&amp;format=xml"">Experience Data</a> ", tert-amyl alcohol                                                                                                                       ,                                                                                                                                                              
 Sophora secundiflora                          ,402,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=402&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=402&amp;format=xml"">Experience Data</a> ", Mescal Bean; Texas Mountain Laurel                                                                                                      ,                                                                                                                                                              
 Glaucine                                      ,487,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=487&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=487&amp;format=xml"">Experience Data</a> ", Yellow Horned Poppy; Glaucium flavum                                                                                                    ,                                                                                                                                                              
 Pharms - Procyclidine                         ,233,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=233&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=233&amp;format=xml"">Experience Data</a> ", Kemadrin; Procyclid                                                                                                                     ,                                                                                                                                                              
 5F-AKB48                                      ,725,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=725&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=725&amp;format=xml"">Experience Data</a> ", 5F-APINACA; 5F-AKB48                                                                                                                    ,                                                                                                                                                              
 Oxytocin                                      ,548,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=548&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=548&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Pyrazolam                                     ,681,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=681&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=681&amp;format=xml"">Experience Data</a> "," 8-bromo-1-methyl-6-(pyridin-2-yl)-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine                                                          ",                                                                                                                                                              
 MXiPr                                         ,923,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=923&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=923&amp;format=xml"">Experience Data</a> ", MXiP; 2-(Isopropylamino)-2-(3-methoxyphenyl)cyclohexanone                                                                               ,                                                                                                                                                              
 Music                                         ,457,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=457&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=457&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Mulberry                                      ,254,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=254&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=254&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Heimia myrtifolia                             ,333,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=333&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=333&amp;format=xml"">Experience Data</a> ", Sinicuichi                                                                                                                              ,                                                                                                                                                              
 Pharms - Tiagabine                            ,334,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=334&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=334&amp;format=xml"">Experience Data</a> ", Gabitril                                                                                                                                ,                                                                                                                                                              
" CP 55,940                                     ",471,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=471&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=471&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Bufotenin                                     ,62,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=62&amp;max=8"">Experience List</a>    "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=62&amp;format=xml"">Experience Data</a>  ",                                                                                                                                         ,                                                                                                                                                              
 AH-7921                                       ,595,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=595&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=595&amp;format=xml"">Experience Data</a> "," mu-opioid analgesic; 3,4-dichloro-N-[(1-dimethylamino)cyclohexylmethyl]benzamide                                                        ",                                                                                                                                                              
 Proscaline                                    ,758,7," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=758&amp;max=8"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=758&amp;format=xml"">Experience Data</a> "," P; 3,5-dimethoxy-4-(n)-propoxyphenethylamine; 4-propoxy-3,5-DMPEA                                                                       ",                                                                                                                                                              
 MPT                                           ,804,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=804&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=804&amp;format=xml"">Experience Data</a> "," N,N-Methylpropyltryptamine                                                                                                              ",                                                                                                                                                              
 Isopropylphenidate                            ,684,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=684&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=684&amp;format=xml"">Experience Data</a> ", IPH; IPPD; ester homolog of methylphenidate                                                                                             ,                                                                                                                                                              
 Pharms - Phenylephrine                        ,219,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=219&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=219&amp;format=xml"">Experience Data</a> ", Neo-Synephrine;; Entex                                                                                                                  ,                                                                                                                                                              
 Tizanidine                                    ,726,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=726&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=726&amp;format=xml"">Experience Data</a> ", Zanaflex                                                                                                                                ,                                                                                                                                                              
 Kola Nut                                      ,358,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=358&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=358&amp;format=xml"">Experience Data</a> ", Cola Nut; Cola nitida; Cola vera; Cola acuminata                                                                                        ,                                                                                                                                                              
 Flualprazolam                                 ,903,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=903&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=903&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Acetylfentanyl                                ,692,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=692&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=692&amp;format=xml"">Experience Data</a> ", acetyl fentanyl                                                                                                                         ,                                                                                                                                                              
 Pharms - Nalbuphine                           ,306,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=306&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=306&amp;format=xml"">Experience Data</a> ", Nubain                                                                                                                                  ,                                                                                                                                                              
 Pentedrone                                    ,619,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=619&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=619&amp;format=xml"">Experience Data</a> ", 2-(methylamino)-1-phenylpentan-1-one; alpha-methylamino-valerophenone                                                                   ,                                                                                                                                                              
 Galantamine                                   ,523,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=523&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=523&amp;format=xml"">Experience Data</a> ", Nivalin; Razadyne; Lycoremine; Galantamind                                                                                              ,                                                                                                                                                              
 Spearmint                                     ,410,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=410&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=410&amp;format=xml"">Experience Data</a> ", Mentha spicata; Mentha viridis LINN                                                                                                     ,                                                                                                                                                              
 Nefazodone                                    ,132,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=132&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=132&amp;format=xml"">Experience Data</a> ", Serzone                                                                                                                                 ,                                                                                                                                                              
 Mushrooms - G. spectabilis                    ,118,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=118&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=118&amp;format=xml"">Experience Data</a> ", Big Laughing Gym                                                                                                                        ,                                                                                                                                                              
 2C-TFM                                        ,359,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=359&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=359&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Desfontainia spinosa                          ,538,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=538&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=538&amp;format=xml"">Experience Data</a> ", Taique; Chilean Holly; Michay; Chapico                                                                                                  ,                                                                                                                                                              
 Smarts                                        ,801,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=801&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=801&amp;format=xml"">Experience Data</a> ", Nootropics                                                                                                                              , 913                                                                                                                                                          
" 3,4-Dichloromethylphenidate                   ",671,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=671&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=671&amp;format=xml"">Experience Data</a> "," 3,4-DCMP; 3,4-CTMP                                                                                                                      ",                                                                                                                                                              
 N-Ethylpentedrone                             ,722,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=722&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=722&amp;format=xml"">Experience Data</a> ", NEP; N-Ethyl-nor-pentedrone; Ethylpentedrone                                                                                            ,                                                                                                                                                              
 Milk Thistle                                  ,486,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=486&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=486&amp;format=xml"">Experience Data</a> ", Silybum marianum                                                                                                                        ,                                                                                                                                                              
 UR-144                                        ,699,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=699&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=699&amp;format=xml"">Experience Data</a> ", TMCP-018; KM-X1; MN-001; YX-17                                                                                                          ,                                                                                                                                                              
 25B-NBOH                                      ,614,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=614&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=614&amp;format=xml"">Experience Data</a> "," NBOH-2CB; 4-Bromo-N-(2-hydroxybenzyl)-2,5-dimethoxyphenethylamine                                                                       ",                                                                                                                                                              
 GVL                                           ,214,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=214&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=214&amp;format=xml"">Experience Data</a> ", Gamma Valerolactone                                                                                                                     ,                                                                                                                                                              
 Pramiracetam                                  ,599,6," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=599&amp;max=7"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=599&amp;format=xml"">Experience Data</a> ", Remen; Neupramir; Pramistar                                                                                                             ,                                                                                                                                                              
 25C-NBOH                                      ,763,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=763&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=763&amp;format=xml"">Experience Data</a> "," NBOH-2CC; 2-((4-chloro-2,5-dimethoxyphenethylamino)methyl)phenol                                                                        ",                                                                                                                                                              
 Virola spp.                                   ,319,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=319&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=319&amp;format=xml"">Experience Data</a> ", Epeña                                                                                                                                   , 817                                                                                                                                                          
 Nitrogen Narcosis                             ,189,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=189&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=189&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Escaline                                      ,551,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=551&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=551&amp;format=xml"">Experience Data</a> "," 3,5-Dimethoxy-4-ethoxy-phenethylamine                                                                                                   ",                                                                                                                                                              
 Vervain                                       ,660,5," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=660&amp;max=6"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=660&amp;format=xml"">Experience Data</a> ", Verbena officinalis; Herb of the Cross; Pigeon's Grass                                                                                  ,                                                                                                                                                              
