id,trip_type,substance,substance_name,substance_id,date,rating,category_id,list_number,intensity,category-id-list,experience-year,gender,author,title
90646,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Apr 1,C,2,2428,3,"[2, 4, 17]",2011,F,cigabel,Periscopes of Consciousness
90733,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Apr 1,C,2,2430,3,"[2, 17, 46]",2011,F,tootapo,I Think I'm Floating
90815,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2011 Apr 1,C+,2,584,3,"[2, 4, 14, 17, 49]",2011,F,HK,Love My Inner Selves and Seeing Reality
91134,first,Psilocybin/Mushrooms,Mushrooms - P. cyanescens,67,2011 May 1,B,2,2435,3,"[2, 17]",2011,M,Plateau77,December Is a Shitty Month to Be a Pine Tree
91288,first,Psilocybin/Mushrooms,Mushrooms,39,2011 May 1,C-,2,2437,3,"[1, 2, 17]",2010,F,Jupiter,Rain Goddess
91511,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Jun 1,D,2,2440,4,"[2, 5, 9, 23, 28]",2010,M,bboy,Hell Is Real
92005,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2011 Jul 1,C-,41,585,4,"[2, 5, 17, 41]",2011,F,Desiree,Heads Started Morphing Into Ant People
93089,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Sep 1,C,2,2456,2,"[1, 2, 17, 23]",2008,M,Blissed Out,The Climb Was Effortless
93604,first,Psilocybin/Mushrooms,Mushrooms - P. tampanensis,133,2011 Nov 1,C-,2,2461,3,"[2, 8, 17, 32, 49]",2011,M,silentblue,Mixed Health Benefits
93696,first,Psilocybin/Mushrooms,Mushrooms - P. subbalteatus or P. papilionaceus,39,2011 Nov 1,A,1,2465,3,"[1, 2, 17]",1914,M,A. E. Verrill,A 1914 Case of Mushroom Intoxication
93885,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Nov 1,C-,2,2470,3,"[1, 2, 9, 16]",2011,M,Pauly,My Mind and Body Was Being Controlled by a Malevolent Spirit
93946,first,Psilocybin/Mushrooms,Mushrooms,39,2011 Dec 1,C+,1,2472,3,"[1, 2, 4, 5, 17]",2010,F,Jisatsu,An Experience I'll Never Forget
93948,first,Psilocybin/Mushrooms,Magic Mushrooms (Sclerotia),39,2011 Dec 1,C,2,2473,3,"[1, 2, 5, 17, 23]",2010,F,UpTaeMaKnees,Greyfacing on Arran
94871,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Feb 1,B,2,2496,3,"[2, 4, 17, 22]",2002,F,IDoExist,Chocolate Cubism
95146,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Mar 1,C+,4,2505,3,"[2, 4, 9, 17]",2012,M,Black Sun,Also a Peachcake
95271,first,Psilocybin/Mushrooms,Mushrooms - P. azurescens,844,2012 Mar 1,C,2,2508,2,"[1, 2, 15, 17, 22, 39, 46, 49]",2012,M,Mr. Fox,Rainbow Lava Pudding
95422,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Mar 1,C+,2,2510,3,"[2, 20]",2012,M,Anonymous,Nuances of the Mind
95489,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Mar 1,C,2,2511,3,"[2, 23, 28]",2010,F,Liz,"Its Always There, I Just Cant See It"
95565,first,Psilocybin/Mushrooms,Mushrooms - P. semilanceata,90,2012 Apr 1,B,11,2513,3,"[2, 11, 17, 39, 45]",2012,F,Nowhere Girl,A Late Beginning
95594,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 Apr 1,C+,4,600,3,"[2, 4, 17]",2012,M,Muffin,Worth the Wait
95887,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 Apr 1,B,5,601,3,"[2, 5, 17]",2011,M,Psylostriker,Seizuring Kings
96157,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 May 1,C,2,603,3,"[2, 17, 49]",2012,F,Spiritwalkers Flame,Helped With My Mindset
96371,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 Jun 1,C+,2,606,4,"[2, 4, 17, 23]",2011,M,Greg G,The Power of Water
96472,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Jun 1,C+,2,2540,3,"[2, 15, 17, 44]",2012,F,Teagz,The Connection Between Our Minds Has Grown
96781,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Jul 1,C,2,2548,3,"[2, 16, 22]",2012,F,GeometricAngel,My First Delicate Steps Into Sacred Shrooms
97414,first,Psilocybin/Mushrooms,P. cubensis,66,2012 Aug 1,C,2,612,2,"[2, 4, 17]",2011,F,Bethsco,Not Just the Giggles
97820,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 Oct 1,B,2,615,5,"[1, 2, 7, 9, 17]",2009,M,BMeebz,The Most Influential Night of My Life
98301,first,Psilocybin/Mushrooms,Mushrooms,39,2012 Nov 1,C,2,2570,3,"[2, 9, 17, 39]",2012,M,Telensu,In the Beginning I AM
98637,first,Psilocybin/Mushrooms,Mushrooms - P. subaeruginosa,123,2012 Dec 1,C,2,2575,3,"[2, 16, 22, 30]",2012,M,Sausages,I Don't Want to Overdo It
98736,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2012 Dec 1,C,4,619,3,"[2, 4, 17]",2003,M,SeenSoFar,Truly Life-Changing
99107,first,Psilocybin/Mushrooms,Mushrooms,39,2013 Jan 1,B,2,2588,4,"[2, 4, 5, 17]",2013,M,tauri,Out in Infinite Waters
99372,first,Psilocybin/Mushrooms,Magic Mushrooms,39,2013 Feb 1,B,2,2593,4,"[2, 4, 22, 28]",2012,M,Exedelic,Disabling the Filters of My Mind
100133,first,Psilocybin/Mushrooms,Mushrooms - P. tampanensis (truffles),133,2013 May 1,C,2,2599,2,"[1, 2, 16, 27]",2013,M,Blow In,What Happened? Nothing Happened
100217,first,Psilocybin/Mushrooms,Mushrooms,39,2013 May 1,C+,2,2602,4,"[2, 4, 15, 17, 37, 49]",2012,F,Incepted,Transformative and Amazing
100241,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2013 May 1,C,2,621,3,"[2, 28]",2013,M,Pacific NWesterner,The Dosage Was Just Right
100374,first,Psilocybin/Mushrooms,Mushrooms - P. atlantis (sclerotia),856,2013 Jun 1,C+,2,2606,4,"[2, 16, 37, 39]",2012,F,M.Tea,First Trip in Over 50 Years
100681,first,Psilocybin/Mushrooms,Mushrooms,39,2013 Jul 1,C-,2,2611,4,"[2, 4, 5, 15, 19, 22, 23]",2012,F,Anonymous,My Panoply of Song
100883,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2013 Jul 1,C-,2,626,3,"[2, 4, 53]",2013,F,Mind Detergent,Kind in Small Doses
101240,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2013 Sep 1,C,2,629,3,"[2, 16]",2013,M,Polyphonic,The Trial Run
101909,first,Psilocybin/Mushrooms,Mushrooms,39,2013 Nov 1,C-,32,2628,3,"[2, 16, 32, 49]",2011,F,EdieB,Eliminated Nerve Pain
102024,first,Psilocybin/Mushrooms,Mushrooms,39,2013 Dec 1,C+,2,2631,3,"[2, 17]",2013,F,FirstTimer,My Side of the Mountain
102836,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Mar 1,C+,2,2641,2,"[2, 4, 49, 53]",2014,M,tora,Beautiful First Time Despite Anxiety
103491,first,Psilocybin/Mushrooms,Mushrooms,39,2014 May 1,A,2,2654,4,"[2, 9, 16, 22, 45]",2014,F,Phantasmagoria,Dying Melting Into Earth Fear and Comfort
103502,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis (extract),66,2014 May 1,B,2,641,4,"[2, 4, 17, 49]",2014,M,GonzoBlackshirt,Mystery Runes and Medicinal Merriment
103591,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2014 Jun 1,D,2,642,3,"[2, 53]",2014,M,Psychedelicus,First Explorations in Mind Space
103854,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Jul 1,C-,2,2663,2,"[2, 15, 17]",2014,M,glowingspace,A Walk Through The Park
104068,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Aug 1,C+,2,2669,3,"[2, 3, 21]",2014,M,Keith,Environment Played a Very Important Role
104360,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Sep 1,B,2,2676,4,"[2, 15, 17, 49]",2014,M,Imaginary,My First Trip Was Lifechanging
104682,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Oct 1,C,11,2683,3,"[1, 2, 4, 11, 28, 46, 49]",2010,M,Clyde_H,My Journey Into the Spirit World
104711,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Oct 1,C+,2,2686,3,"[2, 4, 17]",2014,M,Seratonin,Setting Is Important
104866,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Nov 1,D,47,2691,2,"[2, 24, 47, 49]",2014,M,the man,Two Weeks With No Headache
104895,first,Psilocybin/Mushrooms,Mushrooms,39,2014 Nov 1,B,2,2692,3,"[2, 5, 17]",2014,M,thereforeiam,An Alien to Myself
105323,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2015 Jan 1,C,2,651,4,"[2, 15, 17, 49]",2004,M,Anonymous,Changed My Life
105857,first,Psilocybin/Mushrooms,Mushrooms,39,2015 Mar 1,D,2,2702,4,"[2, 5, 17]",1981,N,Juzy,Lay Terrified in Bed
106040,first,Psilocybin/Mushrooms,Mushrooms,39,2015 Apr 1,C,1,2705,3,"[1, 2, 3, 16]",2014,M,Gabcraft,A Shroom With a View
106121,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2015 May 1,B,2,653,3,"[2, 4, 17]",2011,M,Xmosis,Textures Are Our Friends
106650,first,Psilocybin/Mushrooms,Mushrooms - P. mexicana,193,2015 Jul 1,C,2,2715,3,"[2, 5, 53]",2015,F,meow,Scary but Interesting
106847,first,Psilocybin/Mushrooms,Gymnopilus junonius,118,2015 Aug 1,B,2,2718,3,"[1, 2, 16]",2014,F,Piscea Indica,Sensual and Amusing: An Ideal Combination
107040,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2015 Sep 1,C,2,657,3,"[2, 4, 16]",2015,M,TheMagicDoctor,Time Nature and Beautiful Rainbow Diamonds
107534,first,Psilocybin/Mushrooms,Mushrooms - P. tampanensis,133,2015 Dec 1,C,2,2730,4,"[2, 4, 16]",2015,M,Rhenok,Stuck in a Beam of Godlike Energy
107678,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2016 Jan 1,C,2,661,4,"[2, 16, 49]",2014,M,Psilolover333,Virgin Beauty Blossoming Consciousness
107968,first,Psilocybin/Mushrooms,Mushrooms - P. mexicana (sclerotia),193,2016 Feb 1,C-,2,2741,3,"[2, 17, 23]",2016,M,Shrek333,I'm a Mind Not a Person
108166,first,Psilocybin/Mushrooms,Mushrooms,39,2016 Mar 1,D,2,2749,4,"[2, 20]",2016,M,Ethan_B,A Trip to Remember
108326,first,Psilocybin/Mushrooms,Mushrooms (sclerotia),39,2016 Apr 1,C-,2,2755,2,"[2, 20]",2016,M,Pablo26,Expecting Significant Effects
109099,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2016 Aug 1,C,2,673,3,"[2, 17]",2016,M,Kevin,2g of Bliss the Energy of Joy
109304,first,Psilocybin/Mushrooms,Mushrooms,39,2016 Oct 1,C+,4,2778,3,"[2, 4, 23, 53]",2016,M,ASR,More Than I Could Have Ever Expected
109389,first,Psilocybin/Mushrooms,Mushrooms,39,2016 Oct 1,C-,2,2780,4,"[2, 53]",2016,M,J Bo,The Nucleus of Who I Am
109454,first,Psilocybin/Mushrooms,Mushrooms,39,2016 Oct 1,C-,2,2782,3,"[2, 16, 23]",2016,M,Abrus precatorius,Crossing Roads
109644,first,Psilocybin/Mushrooms,Mushrooms - P. semilanceata,90,2016 Dec 1,C+,9,2791,3,"[2, 9, 15, 16]",2016,M,Merry Prankster,A Powerful Tool for Enlightenment
109708,first,Psilocybin/Mushrooms,Mushrooms,39,2016 Dec 1,C,2,2794,3,"[2, 4, 16]",2016,M,Mushmouth Shoutin,Snapping Between Reality and Meat Pie
109816,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2017 Jan 1,C+,2,679,2,"[2, 4, 15, 17, 49]",2017,F,Layla,Positive Surprise
109956,first,Psilocybin/Mushrooms,Mushrooms,39,2017 Feb 1,C,2,2801,4,"[2, 17]",2015,M,all is one,Death and Beyond
110129,first,Psilocybin/Mushrooms,Mushrooms,39,2017 Mar 1,B,2,2806,4,"[2, 5, 16, 37]",2017,M,GingerPatches,The Rebirth of My Psyche
110359,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2017 Apr 1,C+,2,687,3,"[2, 4, 17]",2017,M,Damien,Spiritual Inquiry About Myself and the Universe
110704,first,Psilocybin/Mushrooms,Mushrooms,39,2017 Jul 1,B,2,2835,4,"[2, 17, 39]",2017,N,Alex,A Throne Is Just a Fancy Chair
111139,first,Psilocybin/Mushrooms,Mushrooms - P. tampanensis,133,2017 Oct 1,C+,2,2851,3,"[2, 3, 23, 53]",2017,M,italianguy1997,A Journey in a Young Psychonaut's Mind
111454,first,Psilocybin/Mushrooms,Mushrooms,39,2018 Jan 1,C,2,2859,3,"[2, 17, 37, 42]",2017,M,Black6,They Are Beautiful Things That Exist
111916,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2018 May 1,B,2,698,4,"[2, 17, 22, 44, 45]",2010,M,teepeep10,Learning To Let Go
112388,first,Psilocybin/Mushrooms,Psilocybe cubensis (Amazonian),66,2018 Sep 1,B,2,706,3,"[2, 5, 17, 49]",2018,M,Thomas,"Testing the Waters, Dipping Into the Void"
112448,first,Psilocybin/Mushrooms,Mushrooms,39,2018 Oct 1,D,2,2898,3,"[2, 4, 17]",2016,F,JaneDoe,The Room Felt Far Too Tiny
113033,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2019 Mar 1,D,2,713,3,"[1, 2, 17, 41, 44, 49]",2016,M,Montucky,"Bad Idea, but Too Desperate to Care"
113156,first,Psilocybin/Mushrooms,Mushrooms,39,2019 Apr 1,C-,2,2922,3,"[2, 4, 17]",2018,M,PsionicShift,"Learned a Valuable Lesson, and Had a Great Time"
113195,first,Psilocybin/Mushrooms,Mushrooms,39,2019 May 1,C-,2,2925,5,"[2, 5, 17]",2017,M,Will,Wouldn't Wish This On My Worst Enemy
113527,first,Psilocybin/Mushrooms,Mushrooms - P. mexicana (sclerotia),193,2019 Aug 1,C+,2,2942,2,"[2, 3, 17]",2019,M,Vince,Mild Anxiety and Good Fun
113683,first,Psilocybin/Mushrooms,Mushrooms,39,2019 Oct 1,D,47,2944,3,"[2, 17, 39, 46, 47]",2012,F,Pauline,Kickass Tea - From a ClusterHead
113995,first,Psilocybin/Mushrooms,Mushrooms,39,2020 Jan 1,C,2,2956,4,"[1, 2, 16]",2020,M,skytime5245,Atheist Meditator Does 5g Shrooms
114361,first,Psilocybin/Mushrooms,Mushrooms,39,2020 May 1,C,2,2969,4,"[2, 15, 16, 49]",2020,M,h25,As a Personal Depression Treatment
114379,first,Psilocybin/Mushrooms,Mushrooms,39,2020 May 1,C-,2,2970,3,"[2, 17]",2019,M,Vindex,Half-and-Half
114503,first,Psilocybin/Mushrooms,Mushrooms - P. ovoideocystidiata,39,2020 Jun 1,C-,2,2972,2,"[2, 17]",2020,M,Nine60Four,Effects Were Very Slight
114520,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2020 Jun 1,C,2,733,3,"[2, 4, 16]",2020,F,luludust,I Get It Now
114540,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2020 Jun 1,C+,2,734,3,"[2, 17]",2020,M,psiloc,"All the Plants Grow in the Source, and So Do I"
114653,first,Psilocybin/Mushrooms,Mushrooms - P. mexicana (sclerotia),193,2020 Aug 1,B,2,2980,4,"[2, 16, 23]",2009,M,bongd81,Depth and Intensity of It Took Me by Surprise
114672,first,Psilocybin/Mushrooms,Mushrooms,39,2020 Aug 1,C,2,2983,4,"[2, 4, 17]",2020,M,OnceDownTheRabbitHol,An Eventful Evening
114674,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2020 Aug 1,C-,4,737,4,"[2, 4, 23, 53]",2010,M,Ben,Euphoria in the Mountains
115302,first,Psilocybin/Mushrooms,Mushrooms,39,2021 Mar 1,C+,2,3017,4,"[2, 15, 17, 49]",2017,N,Sejjie,"Rebirth, Rebuilding, Rediscovery, Reset"
115723,first,Psilocybin/Mushrooms,Mushrooms,39,2021 Aug 1,C-,2,3036,4,"[2, 5, 17]",2019,M,beach-cabiner,With Someone Dying of Cancer
115816,first,Psilocybin/Mushrooms,Mushrooms - P. cubensis,66,2021 Sep 1,C-,2,758,3,"[2, 4, 16]",2021,M,Quiggifur,Waves and Waves of Euphoria
115841,first,Psilocybin/Mushrooms,Mushrooms,39,2021 Oct 1,C,1,3043,5,"[1, 2, 9, 17, 27, 39]",2021,NBO,Gray,A Neophyte's Heroic Dose
115907,first,Psilocybin/Mushrooms,Mushrooms,39,2021 Oct 1,C-,2,3044,2,"[2, 17]",2021,M,Ringtooth0019,A Run In the Woods
115965,first,Psilocybin/Mushrooms,Mushrooms (edible),39,2021 Nov 1,C,3,3048,2,"[2, 3, 17]",2021,F,luxewitch,1st Time While on Meds
116141,first,Psilocybin/Mushrooms,Mushrooms,39,2022 Feb 1,B,2,3057,3,"[2, 4, 37, 39, 45, 55]",2022,M,Eric,100x Better Than Expected
116270,first,Psilocybin/Mushrooms,Mushrooms (sclerotia),39,2022 Mar 1,C,2,3068,4,"[2, 11, 17]",2013,M,anonymous,The Beginning and Ending of Seeking
116356,first,Psilocybin/Mushrooms,Mushrooms,39,2022 May 1,C-,1,3072,4,"[1, 2, 16, 49]",2022,N,tqbrasil,Feeling Loved and Accepted as I Am
81,general,Cannabis,Cannabis,1,2000 Jun 1,C,1,1,4,"[1, 28]",1999,N,Simon,Total Nirvana From One Lungfull of Pot
86,general,Cannabis,Cannabis,1,2000 Jun 1,C,4,2,3,"[1, 4, 16]",1999,M,Fat Boy,The Wind Cried Mary
157,general,Cannabis,Cannabis (extract),1,2000 Jun 1,C,1,5,4,"[1, 17]",2000,M,Blinded Cerebus,6 Miles to the House
414,general,Cannabis,Cannabis,1,2000 Feb 1,C,1,9,4,"[1, 26, 28]",2000,M,Lawn Boy,The Plane of Infinity
426,general,Cannabis,Cannabis,1,2000 Feb 1,D,1,10,3,"[1, 5, 17]",2000,M,Prince,Unexpected Trip
484,general,Cannabis,Cannabis,1,2000 Feb 1,D,1,12,3,"[1, 17]",2000,M,Fuzzy,Fun In The Jungle
589,general,Cannabis,Cannabis,1,2000 Mar 1,C,1,15,3,"[1, 16]",2000,M,Bryan Christian,Tearing Assunder the Veil Of Reality
617,general,Cannabis,Cannabis,1,2000 Apr 1,C,1,17,4,"[1, 9, 16]",2000,N,The Fox,The Forgotten Spirit of the Earth
645,general,Cannabis,Cannabis,1,2000 Mar 1,C,1,18,4,"[1, 17]",2000,M,Mog (Toke),Who Knew?
719,general,Cannabis,Cannabis,1,2000 Mar 1,C,1,19,3,"[1, 17]",2000,M,Eli F.,A Glimps Of Paradise
741,general,Cannabis,Cannabis - Hash,93,2000 Mar 1,C,1,21,5,"[1, 9, 16]",2000,N,rizla303,"So Clear, So Simple"
745,general,Cannabis,Cannabis,1,2000 Mar 1,C,1,22,4,"[1, 5, 17]",2000,N,JKZ,An Experience to Remember
827,general,Cannabis,Cannabis,1,2000 Mar 1,C,1,24,3,"[1, 16]",2000,N,BP,clairvoyant to the meaning of the music
854,general,Cannabis,Cannabis,1,2000 Mar 1,D,1,26,3,"[1, 17]",2000,N,Cro-Magnon,Trippin' with Gravity
1004,general,Cannabis,Cannabis,1,2000 Apr 1,C,9,29,3,"[1, 9, 20]",2000,N,S. Johnson,Weed of Visons
1010,general,Cannabis,Cannabis,1,2000 Apr 1,C,1,30,4,"[1, 9, 16]",2000,N,SkRaPz,A Taste of Nirvana
1029,general,Cannabis,Cannabis,1,2000 Apr 1,D,1,31,4,"[1, 16]",2000,N,Lurg,A Definite Cure
1032,general,Cannabis,Cannabis,1,2000 Apr 1,D,1,32,3,"[1, 17]",2000,N,Quinn,Am I Talking A Bit Loud?
1058,general,Cannabis,Cannabis,1,2000 Apr 1,C,1,35,4,"[1, 17]",2000,N,Bcdice420,A Mesmerising Experience on the Blessed Herb
1070,general,Cannabis,Cannabis,1,2000 Apr 1,C,1,36,3,"[1, 28]",2000,N,Rick,Higher
1082,general,Cannabis,Cannabis,1,2000 Apr 1,C,1,37,4,"[1, 17, 23]",2000,M,Jon,Weed from Holland
1167,general,Cannabis,Cannabis,1,2000 Apr 1,D,1,41,4,"[1, 17]",2000,N,Scrangles,'where's did my alligator go?'
1186,general,Cannabis,Cannabis (India Kush),1,2000 Apr 1,C,4,43,4,"[1, 4, 17]",2000,N,Mizuke,Can You 'Trip' on Weed?  I Think So!
1256,general,Cannabis,Cannabis,1,2000 Apr 1,D,1,45,4,"[1, 17]",2000,N,Mario,The World has Shifted
1788,general,Cannabis,Cannabis,1,2000 Jun 1,C,1,52,4,"[1, 16]",0,M,Steven,A Stunning Experience
1789,general,Cannabis,Cannabis,1,2000 Jun 1,C,1,53,4,"[1, 9, 28]",1999,M,Simon,Total Nirvana From One Lung Full
1790,general,Cannabis,Cannabis,1,2000 Jun 1,C,1,54,4,"[1, 17, 27]",2000,M,Chronic Smoker,A Very Intense Cannabis Trip
1791,general,Cannabis,Cannabis,1,2000 Jun 1,C,1,55,4,"[1, 17, 27]",0,N,Anonymous,Adverse Reaction to Marijuana
2239,general,Cannabis,Cannabis,1,2000 Jun 1,B,1,58,3,"[1, 20, 31]",1993,N,Something Monstrous,Pete the Happy Homegrower
2313,general,Cannabis,Cannabis,1,2000 Jul 1,C,1,60,4,"[1, 16]",2000,M,Steve,Weed in the Bush
2707,general,Cannabis,Cannabis,1,2000 Aug 1,C-,1,71,3,"[1, 28]",2000,F,Me,A Quiet Smoker
2719,general,Cannabis,Cannabis,1,2000 Aug 1,C+,1,72,4,"[1, 17]",1997,M,comrade,Seeing the Mind
2762,general,Cannabis,Cannabis (oral),1,2000 Aug 1,D,1,74,3,"[1, 5, 16]",2000,M,Big Al,Astounding difference... shawag to KINE!!
2823,general,Cannabis,Cannabis,1,2000 Aug 1,C,1,76,4,"[1, 17]",2000,F,Lynda,Time Lapses
2892,general,Cannabis,Cannabis,1,2000 Sep 1,C,1,80,4,"[1, 20]",2000,M,Johnny,Never Smoking Again...
2928,general,Cannabis,Cannabis,1,2000 Sep 1,C,1,82,3,"[1, 17]",2000,M,BuBu,Weird hallucination
3038,general,Cannabis,Cannabis,1,2000 Sep 1,B,1,86,3,"[1, 17]",2000,M,Phil/Avatar,A Total Understanding
3047,general,Cannabis,Cannabis - Hash,1,2000 Sep 1,C,1,87,5,"[1, 9, 17]",1992,M,Symes,Transformation
3071,general,Cannabis,Cannabis,1,2000 Sep 1,C+,1,88,4,"[1, 17]",2000,M,AQUA,Everything in Strobe Light...
3135,general,Cannabis,Cannabis,1,2000 Sep 1,C,1,91,4,"[1, 19]",2000,M,Anonymous,MJ Isn't that Bad After All
3550,general,Cannabis,Cannabis,1,2000 Oct 1,C,1,99,3,"[1, 17]",2000,M,Mikey-C,Falling For Hours
3660,general,Cannabis,Cannabis,1,2000 Nov 1,C,9,102,3,"[1, 9, 16]",1997,M,Great White Shark,A Spiritual Journey
3879,general,Cannabis,Cannabis,1,2000 Nov 1,D,1,116,3,"[1, 16, 23]",2000,M,Moseyack,A Trade with Nature
3911,general,Cannabis,Cannabis,1,2000 Nov 1,D,1,117,3,"[1, 16, 22]",2000,F,Leanne,Beautiful Music...
3950,general,Cannabis,Cannabis,1,2000 Nov 1,C-,1,119,3,"[1, 17]",2000,M,Chaval,Pot Dreamland
3962,general,Cannabis,Cannabis,1,2000 Nov 1,C-,1,120,3,"[1, 17]",2000,N,spigot,The Oddest Three of Four Hours of My Life
3966,general,Cannabis,Cannabis,1,2000 Nov 1,C,1,121,3,"[1, 8, 20]",2000,M,Dell Tamale,Getting Sleepy Anyone?
4086,general,Cannabis,Cannabis,1,2000 Dec 1,C+,1,127,3,"[1, 17]",2000,F,Brown Eyed Girl,The long car ride
4246,general,Cannabis,Cannabis,1,2000 Dec 1,B,5,132,5,"[1, 5, 28]",2000,M,Guy Incognito,Living Nightmare
4304,general,Cannabis,Cannabis,1,2000 Dec 1,D,1,136,3,"[1, 28]",2000,M,Razorz,Time Warp
4843,general,Cannabis,Cannabis,1,2001 Jan 1,C,1,155,3,"[1, 17]",2001,N,Just a man,What i needed
4994,general,Cannabis,Cannabis,1,2001 Feb 1,C,1,158,3,"[1, 28]",2001,M,Esy,No more War
5101,general,Cannabis,Cannabis,1,2001 Feb 1,C+,1,161,4,"[1, 17]",2001,M,BongBuddha,Sensitive
5510,general,Cannabis,Cannabis,1,2001 Mar 1,C+,1,172,4,"[1, 17]",2001,F,DamnTangy,Nice Report Card! Let's Celebrate!
5532,general,Cannabis,Cannabis,1,2001 Mar 1,C,1,173,3,"[1, 17]",2001,M,Dork,Bonding Experience
6041,general,Cannabis,Cannabis (Oil),93,2001 Apr 1,D,30,185,3,"[1, 30, 38]",2001,N,Yurs,Smoking Cannabis Oil
6261,general,Cannabis,Cannabis,1,2001 Apr 1,C-,1,193,3,"[1, 17, 22]",2001,F,Cd-Denali,Seeing the Music
6510,general,Cannabis,Cannabis,1,2001 Apr 1,D,1,204,3,"[1, 17]",2001,M,Grooverider_X,Is this Actually Happening?
6632,general,Cannabis,Cannabis,1,2001 May 1,C-,1,211,3,"[1, 30, 35]",2001,M,lampsie,It's World War Three
6899,general,Cannabis,Cannabis,1,2001 May 1,C-,1,227,3,"[1, 17]",2001,M,KRM,I Had Only Seen Sharks On TV Before...
7114,general,Cannabis,Cannabis,1,2001 May 1,C,1,235,4,"[1, 17]",2000,M,Trendal,2D Cartoon and All the Colors Washed Out
7250,general,Cannabis,Cannabis,1,2001 Jun 1,C,1,241,4,"[1, 5, 17]",2001,M,Alex,Stuff Called Skunk
7355,general,Cannabis,Cannabis (Northern Lights),1,2001 Jun 1,C,1,245,3,"[1, 17]",2001,M,Thezimmermanproject,Black and White Precursors
7856,general,Cannabis,Cannabis,1,2001 Jul 1,D,1,271,4,"[1, 4, 17, 46]",2001,F,BlueLeopard,House Party
8075,general,Cannabis,Cannabis - Hash,93,2001 Jul 1,C,5,282,4,"[1, 5, 19]",1987,M,francisco,Eating Excessive Amount Is Like Tripping
8255,general,Cannabis,Cannabis,1,2001 Jul 1,C,1,292,4,"[1, 17, 29]",2001,M,Red Penguin,Sharing the Pain
8300,general,Cannabis,Cannabis,1,2001 Jul 1,A,1,294,3,"[1, 28]",2001,M,RumblingToon,Mild Organic/Spiritual Trip
8423,general,Cannabis,Cannabis,1,2001 Jul 1,C,1,305,4,"[1, 5, 17]",2001,M,Neo,Whitey's Aren't Good!
8542,general,Cannabis,Cannabis,1,2001 Aug 1,C-,1,312,2,"[1, 20, 32]",2000,M,Manda,Relaxed and Light
9248,general,Cannabis,Cannabis,1,2001 Sep 1,C-,1,342,3,"[1, 28]",2001,M,Life-enjoyment,The Robot Voice
9280,general,Cannabis,Cannabis,1,2001 Sep 1,C-,1,344,3,"[1, 17, 22]",2001,M,Brian,Making Music High
9557,general,Cannabis,Cannabis,1,2001 Sep 1,C+,1,360,3,"[1, 4, 17]",2001,M,Dizz,"Pulsating Warmth, Making Discoveries"
9623,general,Cannabis,Cannabis - Oil Extract,93,2001 Sep 1,C,30,364,3,"[1, 17, 30]",2001,M,tastytang420,Honey Oil Butane Extraction
